Type,textId,Text
Other,4,• Bicchiere mezzo pieno
Other,5,• Bicchiere mezzo vuoto
Other,6,• Un po’ di abuso di potere non ha mai fatto male a nessuno
Other,7,• La parte del poliziotto cattivo non fa per me
Other,8,• L’onestà paga sempre
Other,9,• Non puoi fare la scrittrice senza mentire
Other,10,• Il fine giustifica i mezzi (ovvio)
Other,11,"• Non più umana, ma non disumana"
QuestsShadows,12,Giustizia Retributiva
QuestsShadows,13,Un bullo tutto muscoli e la sua sfortunata vittima. Probabilmente non dovrei intromettermi. Ma quale occasione migliore per… mettere alla prova quello che sono diventata?
QuestsShadows,14,Danza Macabra
QuestsShadows,15,È ora di dimenarsi ancora un po’ sulla pista da ballo del diavolo. Il club chiama.
QuestsShadows,16,I Rischi dello Swipe a Destra
QuestsShadows,17,"Questo dipendente da Tinder puzza di a) un mezzo sfigato, b) un aspirante intellettuale, c) una fonte di nutrimento perfetta."
QuestsShadows,18,Rompere l’Abitudine
QuestsShadows,19,"Devo uscire da questo umore. Andare in un posto dove non vado mai, vedere qualcosa che di solito evito… pensa, Julia, qual è il posto meno «te» dove andare a vivere un po’?"
QuestsShadows,20,Una Passeggiata nel Parco
QuestsShadows,21,"Da viva i parchi non mi facevano impazzire. Adesso, da una dei Fratelli, ne colgo finalmente il fascino. Dopo mezzanotte diventano un terreno di caccia sorprendentemente buono."
QuestsShadows,24,Delizia della Diva
QuestsShadows,25,"«Delizia della Diva»… un nome azzeccato per una dipendente dal Bacio abbastanza sfrontata da proporre apertamente il suo gusto particolare a chi è del giro. Non sono in vena di discoteca, ma visto che devo nutrirmi, tanto vale dare una possibilità a quella voce."
QuestsShadows,26,«Bunny da Reporter»
QuestsShadows,27,"Il biglietto lasciato al mio vecchio punto di scambio dice: «Bunny da Reporter». Merda, che sia Woods? Quanto tempo… cosa si fa quando il Fantasma del Natale Passato bussa alla porta?"
QuestsShadows,28,Una Tirata d’Orecchie
QuestsShadows,29,"Samira mi chiede di incontrarla. Se non fossero in corso i Festeggiamenti, il Patrician sarebbe una scelta strana per un appuntamento segreto. Speriamo sappia darmi qualche indicazione utile sul caso..."
QuestsShadows,32,Quello È il Mio Tavolo
QuestsShadows,33,"Casa è casa, e mi serve un po’ di pace. Big Beat Burger, arrivo. Ma un attimo, chi è questo svitato...?"
QuestsShadows,34,Nascondino per Negati
QuestsShadows,35,Mi stanno pedinando. L’ultima cosa che mi serve adesso è uno stalker strambo che mi segue a ogni passo. Ho spinto questa indagine troppo a fondo nella tana del bianconiglio?
QuestsShadows,38,Timidezza da Telecamera
QuestsShadows,39,"No. Non voglio far parte della tua maledetta intervista. Senti, posso essere lasciata in pace per un maledetto secondo...? Non stai ascoltando."
QuestsShadows,40,Principe dei Gatti
QuestsShadows,41,Devo risolvere questa storia con Dakota… come se girare a vuoto per conto della Corte non fosse già abbastanza stressante. Forse una visita in un quartiere tranquillo mi aiuterà a schiarirmi le idee.
QuestsShadows,44,Un Sorriso Familiare
QuestsShadows,45,Sono bastati due giorni perché la città diventasse tutta «L’ultimo uomo della Terra». Probabilmente non avrò occasione migliore per respirarmi l’atmosfera...
QuestsShadows,46,Un Gusto Aristocratico
QuestsShadows,47,"Tutto questo malessere che si spande per i distretti mi mette di uno strano umore. Sembra che non riesca a seminarlo… quindi tanto vale intensificarlo, no? Smallpox Hospital, arrivo."
